agent,seeds,episodes,final_mean_reward_mean,final_mean_reward_std,best_reward_mean,total_wall_time_sec_mean
dqn_mlp,3,100,11.583333333333334,0.05773502691896288,59.0,1.1946063320016644
dqn_vqc,3,100,11.166666666666666,0.45368858629387304,66.66666666666667,97.00001945100182
